# z LM (E,E) abs(P1) alpha
420.000000 11.601128 1.003567 0.262993 -0.015463
421.000000 11.593023 1.003548 0.263238 -0.015383
422.000000 11.584808 1.003530 0.263487 -0.015302
423.000000 11.576482 1.003511 0.263740 -0.015221
424.000000 11.568045 1.003492 0.263996 -0.015139
425.000000 11.559496 1.003473 0.264256 -0.015057
426.000000 11.550836 1.003454 0.264520 -0.014974
427.000000 11.542064 1.003435 0.264787 -0.014891
428.000000 11.533180 1.003416 0.265058 -0.014807
429.000000 11.524184 1.003396 0.265333 -0.014723
430.000000 11.515076 1.003377 0.265611 -0.014639
431.000000 11.505856 1.003357 0.265893 -0.014554
432.000000 11.496523 1.003337 0.266179 -0.014468
433.000000 11.487077 1.003317 0.266469 -0.014382
434.000000 11.477519 1.003297 0.266762 -0.014296
435.000000 11.467847 1.003277 0.267059 -0.014209
436.000000 11.458062 1.003257 0.267360 -0.014122
437.000000 11.448163 1.003237 0.267665 -0.014034
438.000000 11.438151 1.003217 0.267974 -0.013946
439.000000 11.428024 1.003196 0.268286 -0.013858
440.000000 11.417784 1.003176 0.268603 -0.013769
441.000000 11.407429 1.003155 0.268923 -0.013680
442.000000 11.396959 1.003134 0.269248 -0.013590
443.000000 11.386375 1.003114 0.269576 -0.013500
444.000000 11.375676 1.003093 0.269908 -0.013410
445.000000 11.364862 1.003072 0.270245 -0.013320
446.000000 11.353933 1.003051 0.270585 -0.013229
447.000000 11.342887 1.003030 0.270929 -0.013138
448.000000 11.331726 1.003009 0.271277 -0.013046
449.000000 11.320449 1.002987 0.271630 -0.012954
450.000000 11.309056 1.002966 0.271986 -0.012862
451.000000 11.297547 1.002945 0.272347 -0.012770
452.000000 11.285921 1.002923 0.272712 -0.012677
453.000000 11.274177 1.002902 0.273081 -0.012584
454.000000 11.262317 1.002880 0.273454 -0.012491
455.000000 11.250340 1.002859 0.273831 -0.012398
456.000000 11.238245 1.002837 0.274213 -0.012304
457.000000 11.226032 1.002816 0.274599 -0.012210
458.000000 11.213702 1.002794 0.274989 -0.012116
459.000000 11.201253 1.002772 0.275383 -0.012022
460.000000 11.188686 1.002750 0.275782 -0.011927
461.000000 11.176000 1.002728 0.276185 -0.011832
462.000000 11.163195 1.002706 0.276592 -0.011738
463.000000 11.150272 1.002685 0.277004 -0.011642
464.000000 11.137229 1.002663 0.277420 -0.011547
465.000000 11.124067 1.002641 0.277841 -0.011452
466.000000 11.110785 1.002618 0.278266 -0.011356
467.000000 11.097384 1.002596 0.278696 -0.011261
468.000000 11.083862 1.002574 0.279130 -0.011165
469.000000 11.070220 1.002552 0.279569 -0.011069
470.000000 11.056458 1.002530 0.280012 -0.010973
471.000000 11.042575 1.002508 0.280460 -0.010876
472.000000 11.028571 1.002485 0.280913 -0.010780
473.000000 11.014446 1.002463 0.281370 -0.010684
474.000000 11.000201 1.002441 0.281832 -0.010587
475.000000 10.985833 1.002419 0.282298 -0.010491
476.000000 10.971344 1.002396 0.282770 -0.010394
477.000000 10.956734 1.002374 0.283246 -0.010298
478.000000 10.942001 1.002352 0.283727 -0.010201
479.000000 10.927147 1.002329 0.284212 -0.010104
480.000000 10.912170 1.002307 0.284703 -0.010008
481.000000 10.897071 1.002285 0.285198 -0.009911
482.000000 10.881849 1.002263 0.285698 -0.009814
483.000000 10.866505 1.002240 0.286203 -0.009718
484.000000 10.851038 1.002218 0.286713 -0.009621
485.000000 10.835448 1.002196 0.287229 -0.009524
486.000000 10.819735 1.002173 0.287749 -0.009428
487.000000 10.803899 1.002151 0.288274 -0.009331
488.000000 10.787940 1.002129 0.288804 -0.009234
489.000000 10.771858 1.002106 0.289339 -0.009138
490.000000 10.755652 1.002084 0.289879 -0.009042
491.000000 10.739323 1.002062 0.290425 -0.008945
492.000000 10.722870 1.002040 0.290976 -0.008849
493.000000 10.706294 1.002018 0.291531 -0.008753
494.000000 10.689594 1.001995 0.292092 -0.008657
495.000000 10.672770 1.001973 0.292659 -0.008561
496.000000 10.655823 1.001951 0.293230 -0.008465
497.000000 10.638753 1.001929 0.293807 -0.008370
498.000000 10.621558 1.001907 0.294389 -0.008274
499.000000 10.604241 1.001885 0.294977 -0.008179
500.000000 10.586800 1.001863 0.295570 -0.008084
501.000000 10.569235 1.001841 0.296168 -0.007989
502.000000 10.551547 1.001819 0.296772 -0.007894
503.000000 10.533736 1.001798 0.297381 -0.007799
504.000000 10.515802 1.001776 0.297996 -0.007705
505.000000 10.497744 1.001754 0.298616 -0.007610
506.000000 10.479565 1.001732 0.299241 -0.007516
507.000000 10.461262 1.001711 0.299873 -0.007423
508.000000 10.442837 1.001689 0.300509 -0.007329
509.000000 10.424290 1.001668 0.301152 -0.007236
510.000000 10.405621 1.001646 0.301800 -0.007143
511.000000 10.386830 1.001625 0.302453 -0.007050
512.000000 10.367919 1.001603 0.303113 -0.006957
513.000000 10.348886 1.001582 0.303778 -0.006865
514.000000 10.329732 1.001561 0.304448 -0.006773
515.000000 10.310459 1.001540 0.305124 -0.006682
516.000000 10.291066 1.001519 0.305807 -0.006590
517.000000 10.271553 1.001498 0.306494 -0.006499
518.000000 10.251921 1.001477 0.307188 -0.006408
519.000000 10.232172 1.001456 0.307887 -0.006318
520.000000 10.212304 1.001435 0.308592 -0.006228
521.000000 10.192320 1.001415 0.309303 -0.006138
522.000000 10.172219 1.001394 0.310020 -0.006049
523.000000 10.152002 1.001373 0.310742 -0.005960
524.000000 10.131671 1.001353 0.311470 -0.005871
525.000000 10.111225 1.001333 0.312204 -0.005783
526.000000 10.090665 1.001312 0.312944 -0.005695
527.000000 10.069993 1.001292 0.313690 -0.005608
528.000000 10.049210 1.001272 0.314441 -0.005521
529.000000 10.028315 1.001252 0.315199 -0.005434
530.000000 10.007311 1.001232 0.315962 -0.005348
531.000000 9.986199 1.001213 0.316731 -0.005263
532.000000 9.964979 1.001193 0.317505 -0.005177
533.000000 9.943653 1.001173 0.318286 -0.005092
